vehicle_id,scheduled_depart_s,sampled_headway_s,preferred_speed_mps,min_gap_m,preferred_tau_s
veh_000439,2691.036029,6.728652,20.862920,3.258927,1.493753
veh_000440,2694.829782,3.793753,25.127328,3.206791,1.683247
veh_000441,2696.957426,2.127644,21.263018,3.322638,1.922898
veh_000442,2699.926177,2.968751,24.696863,3.441080,1.557701
veh_000443,2703.853524,3.927347,24.043239,3.367562,2.163355
veh_000444,2711.457062,7.603538,23.336996,3.030012,2.504214
veh_000445,2716.154521,4.697459,24.288365,3.413736,1.863658
veh_000446,2721.813335,5.658814,24.032203,3.567023,1.909673
veh_000447,2726.068066,4.254731,21.329095,2.397583,1.715329
veh_000448,2732.984491,6.916426,24.271990,3.826366,1.146231
veh_000449,2737.331549,4.347058,23.635996,3.110793,1.960846
veh_000450,2745.308027,7.976478,22.429341,3.993737,2.128556
veh_000451,2749.818369,4.510342,22.661584,3.268050,1.814212
veh_000452,2754.671128,4.852759,21.810806,2.000453,2.023291
veh_000453,2760.855240,6.184112,22.034632,3.086673,1.268124
veh_000454,2766.892307,6.037067,17.896786,4.722104,2.050259
veh_000455,2775.029342,8.137035,20.208881,1.655345,1.755632
veh_000456,2781.209953,6.180611,24.719915,3.876503,1.693265
veh_000457,2785.398201,4.188249,23.258166,3.869616,1.754259
veh_000458,2790.557698,5.159497,23.192747,2.717590,2.142235
veh_000459,2795.698522,5.140824,20.934756,2.917979,2.086783
veh_000460,2802.786086,7.087563,22.874938,2.163491,1.684550
veh_000461,2809.361775,6.575690,22.921348,3.802338,1.724661
veh_000462,2815.182689,5.820913,21.087318,3.083654,1.935152
veh_000463,2822.487100,7.304411,18.775220,3.540743,1.575247
veh_000464,2827.694355,5.207255,20.498214,2.313506,1.955867
veh_000465,2833.490004,5.795649,23.270481,3.838211,1.935464
veh_000466,2839.761145,6.271141,24.033098,2.417246,1.348566
veh_000467,2848.053417,8.292272,22.179344,2.716116,1.942264
veh_000468,2853.905617,5.852200,23.605940,2.644174,1.254583
veh_000469,2859.379419,5.473802,18.489946,3.666629,2.092476
veh_000470,2863.810663,4.431244,18.605223,4.067879,1.815460
veh_000471,2870.839741,7.029078,23.491464,3.418041,1.625370
veh_000472,2875.958273,5.118532,20.115884,2.710057,2.472659
veh_000473,2882.473801,6.515528,26.624080,2.831303,2.059712
veh_000474,2885.621386,3.147585,22.270565,2.894366,1.313492
veh_000475,2893.186166,7.564780,19.228883,2.730541,2.262599
veh_000476,2897.188260,4.002093,24.139619,1.867355,1.768777
veh_000477,2902.022246,4.833986,19.519748,2.153509,2.305702
veh_000478,2909.610118,7.587872,23.739683,2.838949,1.928819
veh_000479,2913.608412,3.998294,20.795771,3.211222,1.372578
veh_000480,2919.489229,5.880817,18.547765,2.921492,2.257169
veh_000481,2925.600613,6.111384,26.160085,3.012259,2.345977
veh_000482,2930.102778,4.502165,20.576530,4.349017,1.391154
veh_000483,2938.117178,8.014400,23.115864,3.473771,2.107318
veh_000484,2946.365345,8.248167,23.090478,1.749235,1.922112
veh_000485,2949.407919,3.042574,20.404586,1.018964,1.947389
veh_000486,2953.234433,3.826515,19.830337,3.949233,1.881537
veh_000487,2960.446782,7.212348,23.779981,3.881786,2.404325
veh_000488,2964.492246,4.045464,26.001218,3.306279,1.300731
veh_000489,2969.909290,5.417044,24.602941,3.510586,1.853555
veh_000490,2976.103618,6.194328,21.821397,4.579700,1.517306
veh_000491,2983.141393,7.037775,21.906533,3.754569,1.844569
veh_000492,2988.806514,5.665121,23.900286,2.410391,2.250317
veh_000493,2994.949345,6.142831,23.390660,3.877040,2.002320
veh_000494,2999.784246,4.834901,18.717375,3.046290,1.922357
veh_000495,3007.722788,7.938542,24.068357,3.407973,1.383458
veh_000496,3012.979818,5.257029,23.501383,1.723144,2.121168
veh_000497,3019.489417,6.509599,18.866204,3.371205,2.058580
veh_000498,3024.721960,5.232543,22.028217,3.201397,2.261598
veh_000499,3030.881445,6.159485,19.693713,3.921604,1.676149
veh_000500,3036.629200,5.747755,24.123636,3.546391,2.174463
veh_000501,3042.385504,5.756304,23.436520,2.181570,1.286717
veh_000502,3046.864833,4.479329,22.335356,2.947718,1.814267
veh_000503,3054.059452,7.194619,21.840067,3.507878,1.657068
veh_000504,3062.180516,8.121064,22.373758,2.961797,1.760274
veh_000505,3068.545238,6.364722,22.760987,3.433860,2.034820
veh_000506,3075.643741,7.098503,21.438755,2.350617,2.046599
veh_000507,3082.900842,7.257102,24.109716,3.202905,2.044482
veh_000508,3090.292821,7.391979,20.970827,3.210766,1.741226
veh_000509,3096.747856,6.455035,22.534773,3.206966,1.490076
veh_000510,3103.066242,6.318386,21.281686,4.687822,1.460444
veh_000511,3110.362253,7.296011,22.032160,2.702416,1.850107
veh_000512,3116.465502,6.103248,23.383125,1.898615,1.836616
veh_000513,3121.004624,4.539122,18.235991,1.850843,1.902464
veh_000514,3127.040396,6.035773,18.369459,3.627410,1.929067
veh_000515,3130.207773,3.167377,24.764868,3.547690,2.084261
veh_000516,3136.198923,5.991150,20.885712,3.565357,2.019366
veh_000517,3142.818982,6.620059,19.894032,3.325104,2.212677
veh_000518,3150.672953,7.853971,20.769598,3.824468,2.158005
veh_000519,3156.899869,6.226916,20.515517,3.554042,1.539273
veh_000520,3164.292078,7.392210,25.432247,2.840541,1.648464
veh_000521,3170.291272,5.999194,26.013792,1.854001,2.240582
veh_000522,3174.756058,4.464785,23.009698,3.044735,2.340850
veh_000523,3178.638988,3.882930,20.256291,3.318253,1.671301
veh_000524,3183.184386,4.545398,24.248012,2.997771,1.750382
veh_000525,3187.135165,3.950778,20.784711,2.415293,1.765508
veh_000526,3194.085727,6.950562,20.933347,2.690267,2.037753
veh_000527,3199.774305,5.688578,26.682463,3.736054,2.374435
veh_000528,3206.629777,6.855472,22.112414,3.350796,1.221707
veh_000529,3212.739924,6.110147,20.832986,3.128091,1.548434
veh_000530,3220.305998,7.566074,23.697699,3.267313,1.742050
veh_000531,3227.896288,7.590289,26.375864,3.366137,1.463819
veh_000532,3232.928281,5.031993,18.901481,2.268940,2.518453
veh_000533,3238.516807,5.588526,21.602898,3.110307,2.484393
veh_000534,3243.717564,5.200757,23.266757,2.639868,1.921199
veh_000535,3247.285596,3.568032,19.921881,3.344135,1.868563
veh_000536,3254.298421,7.012826,21.802861,3.385226,1.738543
veh_000537,3262.081613,7.783192,19.514100,2.822481,2.003787
veh_000538,3268.071971,5.990357,23.430932,2.764224,1.830498
veh_000539,3273.332183,5.260212,25.227183,3.269486,2.154809
veh_000540,3280.968540,7.636358,22.606961,3.620784,1.769265
veh_000541,3283.451097,2.482557,21.168205,3.737425,1.337425
veh_000542,3289.717309,6.266213,19.780070,2.118470,1.890839
veh_000543,3295.932235,6.214926,25.248902,3.871116,1.476620
veh_000544,3301.075950,5.143714,22.383830,2.864591,1.878729
veh_000545,3309.163312,8.087362,25.299608,3.075332,2.043998
veh_000546,3316.619415,7.456103,20.669559,3.437680,1.965068
veh_000547,3322.227679,5.608264,20.190276,3.307537,1.455222
veh_000548,3328.097635,5.869956,22.137595,2.975419,1.386515
veh_000549,3333.515599,5.417964,22.876034,3.311582,1.812296
veh_000550,3338.747419,5.231820,24.761277,2.577540,1.354888
veh_000551,3342.785119,4.037700,23.585859,4.335506,1.910141
veh_000552,3350.855042,8.069923,22.024158,2.301380,2.119913
veh_000553,3358.397042,7.542000,20.365002,2.068398,2.005709
veh_000554,3365.594292,7.197249,20.489363,3.366892,1.958358
veh_000555,3369.952788,4.358496,23.756229,3.857443,1.578930
veh_000556,3379.074055,9.121268,23.255458,2.138102,2.016296
veh_000557,3388.044303,8.970248,22.298171,1.843960,1.902116
veh_000558,3394.326389,6.282086,23.315970,3.660330,1.684385
veh_000559,3398.970058,4.643669,25.840554,3.732249,1.656630
veh_000560,3403.670413,4.700355,24.676621,2.060444,1.933888
veh_000561,3410.298236,6.627823,21.138731,4.269748,1.682828
veh_000562,3414.928715,4.630479,25.460015,1.405075,2.112115
veh_000563,3420.877398,5.948684,19.667684,4.768063,1.998508
veh_000564,3428.510366,7.632967,22.548482,3.452332,1.931542
veh_000565,3432.250130,3.739764,21.797537,2.713516,1.768884
veh_000566,3441.258723,9.008593,22.516508,3.358792,2.072488
veh_000567,3449.608786,8.350063,23.389574,3.128739,1.663584
veh_000568,3453.753157,4.144371,22.858097,3.861553,1.978934
veh_000569,3457.632695,3.879538,23.709466,3.728111,2.163997
veh_000570,3463.207562,5.574867,19.162841,2.447943,2.044543
veh_000571,3467.660847,4.453285,25.675134,2.640542,1.974820
veh_000572,3473.265266,5.604419,21.518079,2.609870,1.479096
veh_000573,3475.393487,2.128221,22.794131,3.622921,1.911063
veh_000574,3481.050434,5.656947,25.272686,1.845721,1.893146
veh_000575,3489.754719,8.704285,21.418366,3.357118,1.201061
veh_000576,3494.079827,4.325108,20.804437,2.730955,1.963155
veh_000577,3499.670223,5.590397,18.952588,3.839139,1.997355
veh_000578,3503.435810,3.765586,24.427871,2.771213,2.029863
veh_000579,3510.393166,6.957356,22.501250,2.262957,1.878201
veh_000580,3516.055187,5.662021,22.886572,3.052837,1.997391
veh_000581,3524.966287,8.911100,23.951345,2.667594,1.821922
veh_000582,3531.276546,6.310259,21.092446,1.644305,1.791999
veh_000583,3536.718276,5.441730,18.625582,3.157204,1.754820
veh_000584,3543.543685,6.825409,22.938499,2.572850,1.960113
veh_000585,3548.784343,5.240658,24.000626,4.029638,1.917544
veh_000586,3552.775380,3.991038,21.422093,2.637947,1.947619
veh_000587,3559.228302,6.452922,23.904787,3.117917,1.701208
veh_000588,3564.965999,5.737697,21.885411,1.660414,1.536442
veh_000589,3571.215471,6.249473,22.364412,2.300166,2.352815
veh_000590,3577.778657,6.563186,25.126952,3.741398,1.845619
veh_000591,3583.013178,5.234520,22.868720,3.479889,1.861658
veh_000592,3589.645543,6.632365,24.538442,2.111259,1.451423
veh_000593,3598.252087,8.606545,19.881608,3.320164,1.804738
veh_000594,3602.590388,4.338301,24.819906,3.200455,1.366662
veh_000595,3611.196526,8.606138,18.514742,3.052228,2.056987
veh_000596,3616.832321,5.635795,24.607035,1.610993,1.871093
veh_000597,3621.682381,4.850060,24.006517,1.889285,1.769656
veh_000598,3631.323212,9.640831,21.789356,3.260384,1.316610
veh_000599,3637.555745,6.232532,24.611591,2.287813,1.408436
veh_000600,3645.611349,8.055605,24.409987,2.967683,1.809236
veh_000601,3652.837741,7.226391,24.490149,2.557003,1.887844
veh_000602,3656.316848,3.479108,23.231462,2.902239,1.804074
veh_000603,3662.498078,6.181229,23.754225,3.474681,1.873775
veh_000604,3667.710098,5.212020,26.293748,3.812008,1.711852
veh_000605,3671.697409,3.987311,18.859159,3.689717,1.913536
veh_000606,3675.039842,3.342433,24.746585,3.524839,1.751472
veh_000607,3681.193278,6.153435,19.258244,3.552263,1.749641
veh_000608,3688.078657,6.885380,20.325453,3.850944,1.528599
veh_000609,3694.664659,6.586002,20.376677,3.108454,1.442708
veh_000610,3700.205917,5.541257,18.965004,2.879027,1.386104
veh_000611,3705.008141,4.802225,21.972813,2.800536,1.651369
veh_000612,3709.527849,4.519708,18.328848,3.051557,1.689466
veh_000613,3714.695108,5.167259,21.286828,2.614673,1.211961
veh_000614,3719.145526,4.450417,23.239864,2.856873,1.957836
veh_000615,3724.840614,5.695088,22.806592,3.181094,2.053333
veh_000616,3730.806283,5.965669,26.437315,3.217187,1.576690
veh_000617,3735.462301,4.656018,25.176004,3.694512,1.802538
veh_000618,3741.114226,5.651925,24.881624,3.237179,1.403464
veh_000619,3745.973746,4.859520,22.727311,1.943386,2.026647
veh_000620,3751.967037,5.993291,22.468098,3.058273,1.867967
veh_000621,3758.727668,6.760632,21.989380,1.793913,1.775885
veh_000622,3764.994856,6.267188,18.764333,1.694970,1.916134
veh_000623,3771.703083,6.708226,22.835046,3.430999,1.732611
veh_000624,3775.225061,3.521978,20.261095,2.333482,1.973866
veh_000625,3780.657016,5.431955,20.889520,2.830218,2.096193
veh_000626,3787.072125,6.415109,19.008161,3.061629,1.133312
veh_000627,3794.033869,6.961744,22.492514,2.892477,2.393015
veh_000628,3797.636864,3.602995,23.485086,3.260032,1.623563
veh_000629,3803.875631,6.238767,24.122325,3.142853,2.186523
veh_000630,3811.685262,7.809631,23.060981,2.913562,1.738185
veh_000631,3817.417346,5.732084,22.608505,3.829286,2.392611
veh_000632,3823.275209,5.857863,20.768990,3.032552,1.334422
veh_000633,3829.950894,6.675685,23.989493,4.625221,1.793872
veh_000634,3836.321571,6.370677,19.554440,1.893623,1.794890
veh_000635,3843.333528,7.011956,24.066682,3.576090,1.905834
veh_000636,3849.442148,6.108621,21.837840,2.197588,1.728932
veh_000637,3855.670892,6.228744,26.165875,3.791285,2.294912
veh_000638,3860.497226,4.826333,21.665444,4.354465,2.123418
veh_000639,3866.241569,5.744343,24.061761,2.868578,1.728527
veh_000640,3874.121252,7.879683,22.869058,4.216576,1.664455
veh_000641,3879.814997,5.693745,23.854539,3.320946,1.380731
veh_000642,3885.562151,5.747154,23.683041,3.208679,2.020630
veh_000643,3890.824896,5.262745,19.376153,2.954040,1.384387
veh_000644,3898.005675,7.180779,23.574742,2.073119,1.552507
veh_000645,3902.723656,4.717981,20.839192,3.671091,2.181520
veh_000646,3910.089409,7.365753,20.066306,2.373152,1.776526
veh_000647,3914.683949,4.594540,21.033564,3.096415,1.921748
veh_000648,3919.097278,4.413328,24.158247,2.257179,1.745492
veh_000649,3925.406187,6.308909,22.566910,1.543645,2.002817
veh_000650,3931.601456,6.195269,19.688867,2.486586,1.929047
veh_000651,3938.047792,6.446336,22.304294,2.143900,1.841922
veh_000652,3945.641598,7.593806,21.965877,3.873429,1.940730
veh_000653,3951.022854,5.381256,20.494548,1.827993,2.253005
veh_000654,3957.687344,6.664490,21.786368,2.774709,1.278962
veh_000655,3962.322618,4.635274,21.998474,2.603799,1.777087
veh_000656,3970.211372,7.888754,23.492491,3.303307,1.360608
veh_000657,3977.160060,6.948688,22.704274,3.335245,2.020574
veh_000658,3983.964838,6.804778,24.404271,3.060118,1.605042
veh_000659,3990.246656,6.281818,19.982477,4.433079,1.798677
veh_000660,3995.068256,4.821601,22.645934,3.025387,1.970305
veh_000661,4000.577199,5.508943,19.555820,3.277821,2.125376
veh_000662,4007.329868,6.752669,20.137217,3.354928,1.428423
veh_000663,4013.301092,5.971224,23.525907,4.045124,1.356276
veh_000664,4019.486709,6.185617,22.428880,1.799735,1.395594
veh_000665,4023.446980,3.960271,19.911958,3.168765,1.732626
veh_000666,4029.718621,6.271641,23.341997,3.785300,2.265465
veh_000667,4034.680730,4.962109,22.254175,2.553458,1.916228
veh_000668,4039.055725,4.374995,18.622051,2.513015,2.269983
veh_000669,4044.823697,5.767972,19.976182,3.596060,1.753718
veh_000670,4048.038940,3.215244,24.491667,4.036673,1.551707
veh_000671,4055.086795,7.047855,21.615705,3.312963,1.399064
veh_000672,4062.364815,7.278019,24.919250,1.966118,1.586501
veh_000673,4068.284661,5.919846,24.277966,3.179574,1.882491
veh_000674,4072.793987,4.509327,19.276151,3.787978,1.989862
veh_000675,4077.375934,4.581947,25.912169,2.684438,1.400945
veh_000676,4083.149250,5.773315,22.804025,2.408540,1.964095
veh_000677,4085.513649,2.364399,18.161484,2.973357,2.273365
veh_000678,4091.784364,6.270715,20.185170,2.126467,1.411939
veh_000679,4098.781012,6.996648,22.431450,3.477352,1.493899
veh_000680,4104.313170,5.532158,22.381269,3.071798,1.942461
veh_000681,4109.571566,5.258396,20.391737,2.493410,1.892382
veh_000682,4115.844517,6.272951,20.748791,3.066379,1.940568
veh_000683,4122.370483,6.525966,24.698560,1.796627,1.554585
veh_000684,4130.011711,7.641228,22.935791,4.125795,2.152804
veh_000685,4136.039306,6.027595,24.949532,2.879312,1.535414
veh_000686,4141.004670,4.965364,22.511445,2.530920,1.713034
veh_000687,4146.312772,5.308102,20.406136,2.586375,1.257047
veh_000688,4152.585691,6.272919,24.972101,4.008032,1.517011
veh_000689,4160.919991,8.334301,23.818893,4.144846,1.527604
veh_000690,4166.439581,5.519590,22.856392,1.891054,1.982435
veh_000691,4170.860791,4.421210,22.600589,2.990166,2.077037
veh_000692,4175.555631,4.694840,23.496826,1.512734,2.469861
veh_000693,4178.411129,2.855498,24.069235,3.672340,1.553016
veh_000694,4184.905820,6.494691,25.307597,2.502935,1.537923
veh_000695,4188.863834,3.958014,20.848921,3.459446,1.525463
veh_000696,4193.013570,4.149736,18.869216,2.979616,1.985840
veh_000697,4196.049548,3.035978,21.548975,3.381127,2.334520
veh_000698,4200.372565,4.323017,20.567249,2.647209,1.653239
veh_000699,4207.225187,6.852622,22.710845,4.041351,1.755982
veh_000700,4211.258156,4.032969,22.403971,3.760469,2.257947
veh_000701,4214.633692,3.375536,23.688468,3.825126,1.854481
veh_000702,4220.901087,6.267395,24.019150,3.352562,1.796995
veh_000703,4226.389330,5.488243,18.674916,3.040305,1.714291
veh_000704,4233.037615,6.648285,21.737673,2.298911,1.598701
veh_000705,4240.148455,7.110840,26.215359,2.400121,2.221183
veh_000706,4246.135706,5.987252,20.536790,2.335054,1.220310
veh_000707,4250.189065,4.053359,19.510141,3.708284,1.806441
veh_000708,4256.003365,5.814300,20.238744,3.788587,1.348943
veh_000709,4262.753754,6.750389,20.961494,2.935606,2.248107
veh_000710,4267.879271,5.125517,19.928711,3.090938,1.302950
veh_000711,4271.723079,3.843808,19.900256,2.768789,1.768278
veh_000712,4279.376997,7.653918,24.706101,1.515622,2.004724
veh_000713,4284.754126,5.377129,18.531099,3.233899,1.707387
veh_000714,4290.140281,5.386155,19.518496,2.003838,1.679293
veh_000715,4296.164224,6.023943,21.727825,3.171271,1.996476
veh_000716,4303.709932,7.545709,24.159774,2.631077,1.659618
veh_000717,4310.105362,6.395430,21.943734,2.186849,2.125898
veh_000718,4315.605523,5.500161,18.423700,3.297292,1.253775
veh_000719,4322.628723,7.023200,19.352086,2.886383,2.054345
veh_000720,4331.849260,9.220537,22.106000,2.372873,2.091695
veh_000721,4339.930939,8.081679,22.159448,2.669949,2.076730
veh_000722,4346.940246,7.009307,22.533869,4.428528,1.804074
veh_000723,4351.256826,4.316579,18.826179,2.251264,1.285094
veh_000724,4362.884914,11.628088,20.474263,3.586863,1.338767
veh_000725,4367.086928,4.202014,21.290152,2.689705,1.561007
veh_000726,4372.529224,5.442296,22.778700,3.983158,1.494316
veh_000727,4377.479390,4.950166,22.972149,2.948684,1.603508
veh_000728,4385.919728,8.440338,22.711041,3.010561,1.906592
veh_000729,4392.550088,6.630360,24.353082,3.378536,1.436761
veh_000730,4396.409400,3.859313,19.968677,4.201513,2.048689
veh_000731,4402.810781,6.401381,23.613795,2.430003,1.863941
veh_000732,4409.631140,6.820359,18.372264,2.229171,1.561178
veh_000733,4415.153415,5.522275,25.125009,3.083644,1.778995
veh_000734,4419.323130,4.169715,22.827789,2.112635,1.681277
veh_000735,4424.235580,4.912450,23.331557,4.210272,2.284535
veh_000736,4429.580307,5.344726,23.912585,2.615668,1.616942
veh_000737,4435.614404,6.034097,23.478608,2.133425,1.567740
veh_000738,4440.834539,5.220135,24.806791,3.380911,1.913993
veh_000739,4447.937370,7.102831,21.922710,1.931422,2.161558
